alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1789581584.9645,elite,5146.0676511845,1789505656.573,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789504258,1789582024.5908,10927,socks5,45.74.31.40:10927,true,1903.8362503052,666,416,61.552680221811,45.74.31.40
true,1789581992.3007,elite,5579.9064490406,1787770730.0113,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789243639,1789582024.5874,29552,socks5,45.74.31.42:29552,true,3630.9335231781,2338,11247,17.21015826279,45.74.31.42
true,1789581818.2969,elite,11264.07201875,1786931268.2799,"AS210538 KEYUBU Internet ve Bilisim Tic. Ltd. Sti.",KEYUBU,Istanbul,Asia,AS,Türkiye,TR,,false,"KEYUBU Internet ve Bilisim Tic. Ltd. Sti.",41.0146,28.9532,false,,true,Istanbul,success,Europe/Istanbul,34134,1789349978,1789582024.5711,9050,socks5,89.47.113.13:9050,true,9506.9694519043,12595,20251,38.345612860013,89.47.113.13
true,1789581851.8644,elite,6940.9321236798,1789542107.7613,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541389,1789582024.5675,10405,socks5,45.74.31.30:10405,true,1011.8951797485,127,211,37.573964497041,45.74.31.30
true,1789582024.5547,elite,1089.4745949855,1776086618.3783,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",true,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1789392408,1789582024.5547,45741,socks5,45.40.136.39:45741,true,928.17902565002,16557,112219,12.857209417904,45.40.136.39
true,1789582012.3633,elite,9710.9747014303,1789550451.1037,"AS202468 AbrArvan CDN and IaaS",AbrArvan-AS,Tehran,Asia,AS,Iran,IR,,false,MCI,35.7477,51.4021,false,,false,Tehran,success,Asia/Tehran,,1789550458,1789582024.5531,10808,socks4,188.213.196.103:10808,true,16789.301395416,2674,325,89.16305435145,188.213.196.103
true,1789581557.0916,elite,4636.3013870311,1789536349.996,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533874,1789582024.5524,11861,socks5,45.74.31.22:11861,true,1159.1811180115,425,202,67.783094098884,45.74.31.22
true,1789581800.8366,elite,5426.9896728518,1786696966.5355,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba.com LLC",22.273,114.1498,false,"Hong Kong",true,"Central and Western District",success,Asia/Hong_Kong,999077,1789113485,1789582024.4991,1011,socks5,47.242.244.120:1011,true,11659.785985947,3684,35746,9.3431397413137,47.242.244.120
true,1789581972.1249,elite,2015.9522995137,1783253735.638,"AS15958 CETINdoo-NET",CETIN_doo_AS,Belgrade,Europe,EU,Serbia,RS,,false,"CETIN Ltd. Belgrade",44.8046,20.4637,false,"CETIN Ltd. Belgrade",true,Belgrade,success,Europe/Belgrade,,1789300095,1789582024.4372,4145,socks4,109.245.110.145:4145,true,3218.5308933258,121884,163822,42.660637158478,109.245.110.145
true,1789582024.423,elite,8643.6283071836,1789178530.1055,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789176599,1789582024.423,10108,socks5,45.74.31.30:10108,true,8898.8833427429,1140,2995,27.569528415961,45.74.31.30
true,1789582024.4144,elite,4632.7403765827,1789537427.9342,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533892,1789582024.4144,14988,socks5,45.74.31.22:14988,true,3250.8385181427,199,240,45.330296127563,45.74.31.22
true,1789582024.3888,elite,6016.1479078728,1789109187.562,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789106920,1789582024.3888,9000,socks5,45.74.31.50:9000,true,4410.0091457367,2562,3766,40.486725663717,45.74.31.50
true,1789582021.9976,elite,10301.154965678,1776088855.7624,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1789391734,1789582024.3851,9050,socks4,167.71.204.247:9050,true,14251.806974411,128935,356211,26.576535723267,167.71.204.247
true,1789581220.076,elite,6007.9323662782,1789138532.4882,"AS56046 China Mobile communications corporation",CMNET-Jiangsu-AP,Nanjing,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",32.0607,118.763,true,"China Mobile Communications Group Co., Ltd",false,Jiangsu,success,Asia/Shanghai,210000,1789137264,1789582024.3847,10808,socks5,36.155.23.163:10808,true,14159.519433975,7356,1336,84.629544408652,36.155.23.163
true,1789582024.3761,elite,4663.0383580923,1789537140.2051,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533877,1789582024.3761,9769,socks5,45.74.31.22:9769,true,941.19668006897,256,277,48.030018761726,45.74.31.22
true,1789580748.397,elite,2824.3768128772,1750612387.8181,"AS4134 CHINANET BACKBONE",CHINANET-BACKBONE,Chongqing,Asia,AS,China,CN,,false,Chinanet,29.5657,106.551,false,Fuhuayuan,true,Chongqing,success,Asia/Shanghai,,1789160800,1789582024.3761,9002,http,61.186.243.6:9002,false,1311.2618923187,157018,79218,66.466584263194,61.186.243.6
true,1789582024.3098,elite,4865.4557001793,1789543861.2635,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541375,1789582024.3098,10258,socks5,45.74.31.40:10258,true,5310.688495636,177,234,43.065693430657,45.74.31.40
true,1789581992.9675,elite,4069.1590763682,1789535893.7894,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533875,1789582024.2802,4496,socks5,45.74.31.50:4496,true,1216.0801887512,278,240,53.667953667954,45.74.31.50
true,1789582024.227,elite,3763.1835422437,1785644832.5843,"AS136224 City Online Ltd.",CITYONLINELTD-AS-AP,Tongi,Asia,AS,Bangladesh,BD,,false,"City Online Ltd",23.8915,90.4023,false,"City Online Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1230,1789271666,1789582024.227,1080,socks5,202.91.41.102:1080,true,8317.3139095306,52674,57178,47.949969049266,202.91.41.102
true,1789581916.4843,elite,5928.3908653853,1789536053.6132,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533880,1789582024.2249,15662,socks5,45.74.31.22:15662,true,7397.3124027252,321,252,56.020942408377,45.74.31.22
true,1789581753.007,elite,5811.7600059078,1789541838.3895,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541382,1789582024.2237,7647,socks5,45.74.31.25:7647,true,3118.6926364899,221,225,49.551569506726,45.74.31.25
true,1789582024.2161,transparent,5551.7822393015,1789526155.3334,"AS136889 DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN SIDOARJO",IDNIC-DIKOMINFOKABSIDOARJO-AS-ID,Sidoarjo,Asia,AS,Indonesia,ID,,false,"Dinas Komunikasi DAN Informatika Kabupaten Sidoarjo",-7.45835,112.714,false,"Dinas Komunikasi DAN Informatika Kabupaten Sidoarjo",false,"East Java",success,Asia/Jakarta,,1789524894,1789582024.2161,80,http,103.104.99.93:80,true,2836.8325233459,408,299,57.708628005658,103.104.99.93
true,1789581996.1929,elite,3999.170458169,1751166421.4611,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,Brussels,Europe,EU,Belgium,BE,,true,"Google LLC",50.9009,4.4855,false,"Google Cloud (europe-west1)",true,"Brussels Capital",success,Europe/Brussels,1930,1789381629,1789582024.2133,80,http,34.140.137.151:80,false,4006.2851905823,154218,77345,66.598722593851,34.140.137.151
true,1789581464.6593,elite,11041.353656267,1787825563.6809,"AS210546 CHSL ONE LTD",CHSL-ONE,Helsinki,Europe,EU,Finland,FI,,false,"Chsl ONE LTD",60.1699,24.9384,false,"CHSL Helsinki",true,Uusimaa,success,Europe/Helsinki,00121,1789032718,1789582024.1972,3128,http,31.76.42.91:3128,true,3989.9797439575,5090,8638,37.077505827506,31.76.42.91
true,1789582018.8513,elite,6875.8840801066,1776587692.8861,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1789288103,1789582024.1795,100,socks4,8.220.204.92:100,true,6951.7734050751,2757,300677,0.90859956366129,8.220.204.92
true,1789578894.7414,elite,1743.1050760764,1776079653.542,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Macon,"North America",NA,"United States",US,,false,"Cox Communications Inc.",32.8407,-83.6324,false,"Cox Communications Inc.",true,Georgia,success,America/New_York,31202,1789383982,1789582024.1423,4145,socks4,184.182.240.211:4145,true,4338.8786315918,1041567,1135,99.891148189991,184.182.240.211
true,1789582020.8679,elite,109.99201181932,1785872825.3151,"AS206264 Amarutu Technology Ltd",AMARUTU-TECHNOLOGY,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Amarutu Technology Ltd. Network",52.3676,4.90414,false,"Amarutu Technology Ltd",true,"North Holland",success,Europe/Amsterdam,1012,1789501691,1789582023.9589,5080,socks4,31.220.40.59:5080,true,136.22426986694,86506,89453,49.162589012213,31.220.40.59
true,1789581848.7416,elite,2699.0254543184,1776081698.9791,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0954,-95.9223,false,"Cox Communications Inc",true,Oklahoma,success,America/Chicago,74135,1789384277,1789582023.9502,4145,socks5,98.190.239.3:4145,true,966.82357788086,142396,75749,65.27584863279,98.190.239.3
true,1789581807.0666,elite,2943.7763496321,1789556721.114,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789555686,1789582023.925,6846,socks5,45.74.31.25:6846,true,79.735517501831,147,139,51.398601398601,45.74.31.25
true,1789581678.4101,elite,6110.1070354725,1789568795.9765,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789565809,1789582023.91,12078,socks5,45.74.31.50:12078,true,2636.1615657806,116,56,67.441860465116,45.74.31.50
true,1789581936.4566,elite,12013.281230829,1788714295.9168,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Arvancloud Global Technologies L.L.C",50.1109,8.68213,false,"Arvancloud Global Technologies L.L.C",true,Hesse,success,Europe/Berlin,60313,1789317835,1789582023.9086,1101,socks5,185.204.170.179:1101,true,12833.194732666,5593,7554,42.542024796532,185.204.170.179
true,1789581649.1624,elite,9751.8442160495,1786783886.8055,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1789200323,1789582023.9055,10918,socks4,111.119.162.248:10918,true,2846.0991382599,57912,64038,47.488314883149,111.119.162.248
true,1789581842.9188,elite,6489.6949553022,1789572007.2047,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789569593,1789582023.9031,10052,socks5,45.74.31.30:10052,true,10417.537927628,51,46,52.577319587629,45.74.31.30
true,1789581766.088,elite,7668.5212689173,1789092815.226,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789090356,1789582023.8972,11104,socks5,45.74.31.42:11104,true,3594.3059921265,2334,4388,34.721808985421,45.74.31.42
true,1789582000.1141,elite,6982.4503058842,1789035339.2358,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789032569,1789582023.885,34923,socks5,45.74.31.30:34923,true,6077.672958374,2693,4682,36.515254237288,45.74.31.30
true,1789581837.3566,elite,16881.631081611,1781071612.127,"AS62282 UAB Rakrejus",RACKRAY,Vilnius,Europe,EU,Lithuania,LT,,false,"UAB Delska Lithuania",54.695,25.292,false,"UAB Rakrejus",true,Vilnius,success,Europe/Vilnius,09202,1789536658,1789582023.882,9050,socks5,185.193.25.181:9050,true,16750.126600266,40446,95593,29.731180029256,185.193.25.181
true,1789582023.8761,elite,6895.0272777735,1750609221.1736,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1789151832,1789582023.8761,8443,socks4,8.220.204.92:8443,true,7264.6636962891,2640,298610,0.87634854771784,8.220.204.92
true,1789581517.7509,elite,6894.674443605,1789354076.454,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789350177,1789582023.8412,13831,socks5,45.74.31.50:13831,true,8603.6722660065,482,1200,28.656361474435,45.74.31.50
true,1789581867.2603,elite,7935.9992691449,1789536741.5272,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533886,1789582023.8389,7091,socks5,45.74.31.25:7091,true,11203.947305679,281,240,53.934740882917,45.74.31.25
true,1789581863.7963,elite,3886.040633169,1789509193.5859,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789506087,1789582023.7957,6780,socks5,45.74.31.25:6780,true,4020.8144187927,263,466,36.076817558299,45.74.31.25
true,1789581694.4679,elite,10884.934192469,1770197364.9521,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,,true,Uusimaa,success,Europe/Helsinki,00221,1789419306,1789582023.7835,9050,socks5,65.21.212.113:9050,true,8383.5463523865,43299,96988,30.864584744132,65.21.212.113
true,1789581872.8983,elite,8387.8886237511,1789534586.3699,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533896,1789582023.7639,12825,socks5,45.74.31.42:12825,true,11469.565868378,325,264,55.178268251273,45.74.31.42
true,1789581170.9163,elite,7847.8111200665,1789535898.3504,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533710,1789582023.6322,38249,socks5,45.74.31.30:38249,true,1982.750415802,202,264,43.347639484979,45.74.31.30
true,1789582004.0275,elite,5189.8228295207,1781190330.0707,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Tokyo,Asia,AS,Japan,JP,,true,"Oracle Corporation",35.798,140.1803,false,"Oracle Cloud Infrastructure (ap-tokyo-1)",true,Tokyo,success,Asia/Tokyo,270-1351,1789051436,1789582023.6247,1080,socks5,152.70.107.226:1080,true,15914.504051208,61670,84952,42.06053661797,152.70.107.226
true,1789580666.8901,elite,4069.9638663444,1788301105.639,"AS4808 China Unicom Beijing Province Network",CHINA169-BJ,Jinrongjie,Asia,AS,China,CN,"Xicheng District",false,"China Unicom Beijing Province Network",39.9236,116.36,false,,true,Beijing,success,Asia/Shanghai,,1789507985,1789582023.5791,18888,http,111.206.4.163:18888,true,3269.2637443542,22434,661,97.137908638233,111.206.4.163
true,1789582008.4249,elite,2558.2435069104,1696966776.5555,"AS5617 Orange Polska Spolka Akcyjna",TPNET,"Krzywa Góra",Europe,EU,Poland,PL,,false,"Orange Polska Spolka Akcyjna",50.8661,17.876,false,"Orange Polska S.A.",true,"Opole Voivodeship",success,Europe/Warsaw,46-034,1789171967,1789582023.577,59311,socks4,46.171.28.162:59311,true,157.47928619385,273510,1070184,20.355080844299,46.171.28.162
true,1789581965.013,elite,6107.5087977552,1789448029.4001,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789447126,1789582023.5111,13174,socks5,45.74.31.40:13174,true,3704.8623561859,870,798,52.158273381295,45.74.31.40
true,1789582023.5011,elite,3836.079220009,1783186507.5968,"AS27983 Red Intercable Digital S.A.","Red Intercable Digital S.A.","Miguel Riglos","South America",SA,Argentina,AR,,false,"Red Intercable Digital S.A",-36.8501,-63.7046,false,"RED DIFUSORA SA",true,"La Pampa",success,America/Argentina/Salta,6301,1789232037,1789582023.5011,1085,socks4,190.182.137.250:1085,true,1268.4030532837,137685,167738,45.080102022441,190.182.137.250
true,1789581673.6615,elite,8590.4340866494,1789535181.0915,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533893,1789582023.4553,4224,socks5,45.74.31.25:4224,true,915.32731056213,292,239,54.990583804143,45.74.31.25
true,1789582023.442,elite,1152.0319513756,1786605964.4451,"AS3786 LG DACOM Corporation",LGDACOM,Yongin-si,Asia,AS,"South Korea",KR,,false,"LG DACOM Corporation",37.2728,127.1118,false,Boranet,true,Gyeonggi-do,success,Asia/Seoul,170,1789022518,1789582023.442,12121,http,112.216.54.226:12121,false,1767.9052352905,18462,14788,55.524812030075,112.216.54.226
true,1789581809.9209,elite,9039.2715469712,1789354832.1293,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789353461,1789582023.381,9315,socks5,45.74.31.30:9315,true,1148.1289863586,672,1604,29.525483304042,45.74.31.30
true,1789582023.3695,elite,6595.5214351787,1789536529.0644,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533882,1789582023.3695,11858,socks5,45.74.31.41:11858,true,4251.5144348145,401,203,66.390728476821,45.74.31.41
true,1789581673.5296,elite,8665.2447331668,1786499096.9985,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1789521560,1789582023.3135,10927,socks4,111.119.162.248:10927,true,12985.277891159,70912,66169,51.729999051656,111.119.162.248
true,1789581139.3195,elite,4303.4857147831,1789540689.6897,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789537568,1789582023.2562,14131,socks5,45.74.31.25:14131,true,1467.0255184174,118,234,33.522727272727,45.74.31.25
true,1789581516.2689,elite,3068.0908691098,1782251443.7862,"AS139021 West263 International Limited",WEST263GO-HK,"Kwai Chung",Asia,AS,"Hong Kong",HK,,false,"West263 International Limited",22.3698,114.13,false,"Zhongya PTE LTD",true,"Kwai Tsing District",success,Asia/Hong_Kong,,1789508436,1789582023.2497,8888,http,103.43.191.71:8888,false,695.44076919556,116536,7303,94.102827057712,103.43.191.71
true,1789581843.3541,elite,6555.0458245986,1789537365.8639,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533898,1789582023.2282,10384,socks5,45.74.31.30:10384,true,1753.8681030273,296,256,53.623188405797,45.74.31.30
true,1789581978.4088,elite,6011.8205045399,1789536612.8804,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533896,1789582023.1943,11303,socks5,45.74.31.50:11303,true,4405.8055877686,361,222,61.921097770154,45.74.31.50
true,1789581982.8832,elite,3879.0593824603,1789536308.5415,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533876,1789582023.1425,17360,socks5,45.74.31.22:17360,true,1857.414484024,264,263,50.094876660342,45.74.31.22
true,1789578002.6009,elite,218.54988935385,1730006221.6434,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1789521646,1789582023.1359,3128,http,142.93.202.130:3128,false,181.33616447449,592637,240485,71.134479704053,142.93.202.130
true,1789582023.1334,elite,6322.2679108904,1789567280.3512,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789565809,1789582023.1334,15444,socks5,45.74.31.22:15444,true,3230.9587001801,114,80,58.762886597938,45.74.31.22
true,1789581983.0707,elite,7476.6190236954,1780621630.2976,"AS8560 IONOS SE",IONOS-AS,Berlin,Europe,EU,Germany,DE,,true,"IONOS SE",52.52,13.405,false,"De Ber Ionos Cloud Txl",true,"State of Berlin",success,Europe/Berlin,10178,1789086679,1789582023.0956,5678,socks4,212.227.186.120:5678,true,9158.9095592499,65964,241783,21.434490019399,212.227.186.120
true,1789582023.0893,elite,7764.2190782688,1788278330.9961,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789486581,1789582023.0893,16597,socks5,45.74.31.30:16597,true,10756.031751633,1834,8583,17.605836613228,45.74.31.30
true,1789582023.073,elite,3674.1004851166,1787830674.9591,"AS215305 Mastersoft S.R.L.",retzor-as,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Mastersoft S.R.L.",52.3716,4.8883,false,"Retzor, Inc.",true,"North Holland",success,Europe/Amsterdam,1012,1789037250,1789582023.073,1080,socks4,103.112.68.25:1080,true,155.27105331421,54769,53511,50.580901366827,103.112.68.25
true,1789582023.065,elite,1243.2113329786,1776086207.1801,"AS46562 Performive LLC",PERFORMIVE,"Santa Ana","North America",NA,"United States",US,"South Coast Metro",false,"Total Server Solutions L.L.C.",33.6977,-117.864,false,RPCD,true,California,success,America/Los_Angeles,92707,1789484646,1789582023.065,4145,socks5,68.71.245.206:4145,true,2031.1465263367,74796,74683,50.037797951552,68.71.245.206
true,1789581832.0636,elite,4485.9285783921,1789468115.312,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789464769,1789582023.0202,8521,socks5,45.74.31.25:8521,true,9296.4730262756,935,692,57.467732022127,45.74.31.25
true,1789581840.724,elite,4644.7923135518,1789537611.2088,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533884,1789582022.9161,6566,socks5,45.74.31.30:6566,true,1317.6927566528,398,198,66.778523489933,45.74.31.30
true,1789581945.5399,elite,5657.7600707832,1788162795.1115,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789522871,1789582022.8996,4347,socks5,45.74.31.42:4347,true,10259.279966354,4766,7506,38.836375488918,45.74.31.42
true,1789582022.891,elite,1958.773586715,1785896532.2863,"AS13649 Flexential Colorado Corp.",ASN-FLEXENTIAL,"Los Angeles","North America",NA,"United States",US,"West Los Angeles",true,"D-Digital LLC",34.0472,-118.448,false,VIRMACHVPS,true,California,success,America/Los_Angeles,90025,1789014996,1789582022.891,4000,socks5,66.59.197.62:4000,true,1184.0710639954,23859,28266,45.772661870504,66.59.197.62
